pos index,depth index,current joint depth,current joint position,current joint effort,current torque offset
16,5,0.1465624363,0.022694409,0.7803349156,0.00407479
17,5,0.1465650289,0.023969046,0.8434439599,0.00407479
18,5,0.1465689177,0.0253239995,0.8975138254,0.0129015598
19,5,0.146570214,0.0267577249,0.9456362418,0.0129015598
19,5,0.1465762418,0.0276141759,0.8656288894,0.0012662723
18,5,0.1465753992,0.026243777,0.8063432053,-0.1196415938
17,5,0.1465732603,0.0252780492,0.7131429002,-0.140481267
16,5,0.1465753992,0.0241775598,0.6326635281,-0.140481267
15,5,0.1465739084,0.0226376469,0.5958459854,-0.1376019464
14,5,0.1465687881,0.0216062759,0.5098203809,-0.1376019464
13,5,0.1465676214,0.0199211756,0.4869510227,-0.1499452635
12,5,0.1465673622,0.0188519632,0.4047487784,-0.1499452635
11,5,0.1465650289,0.0174626436,0.3513397405,-0.157450378
10,5,0.14656114,0.0160540171,0.3016596589,-0.157450378
9,5,0.1465572511,0.0146654697,0.2529944198,-0.1711389516
8,5,0.1465533622,0.0131888832,0.2081997429,-0.1711389516
7,5,0.1465468808,0.0116288912,0.174049112,-0.1771808047
6,5,0.1465446771,0.0101017207,0.1349894753,-0.1771808047
5,5,0.1465416956,0.0086625895,0.0900295915,-0.1747735039
4,5,0.1465391031,0.0070767263,0.0555957487,-0.1454610757
3,5,0.1465352142,0.0056302584,0.0105650619,-0.1454610757
2,5,0.1465326216,0.0041250978,-0.0314682993,-0.1454610757
1,5,0.1465313253,0.0027037288,-0.0796379176,-0.0927128655
0,5,0.1465286031,0.0013333298,-0.1334953743,-0.1454610757
-1,5,0.1465287327,-1.15840993113368e-06,-0.1910109842,-0.1736642574
-2,5,0.1465261402,-0.0013900919,-0.2426735489,-0.204133134
-3,5,0.1465268531,-0.0027724611,-0.2947609314,-0.204133134
-4,5,0.1465261402,-0.0042760772,-0.3368650956,-0.2110246228
-5,5,0.1465287327,-0.0056491791,-0.3897785127,-0.2110246228
-6,5,0.1465274364,-0.0069705387,-0.4499610343,-0.2110246228
-7,5,0.146530029,-0.0083760761,-0.4981306527,-0.214895185
-8,5,0.1465313253,-0.0097375939,-0.5514688875,-0.214895185
-9,5,0.1465316494,-0.0112029824,-0.5965467763,-0.2295277981
0,5,0.1465066958,-0.0004386512,0.0439132592,-0.0875914509
1,5,0.1465079921,-0.0015348932,-0.0382181821,-0.0875914509
2,5,0.146511881,-0.0028103025,-0.1024600739,-0.0875914509
3,5,0.1465105847,-0.0039814549,-0.1747735039,-0.0875914509
4,5,0.146511881,-0.0051518351,-0.2481489783,-0.1556331019
5,5,0.1465157698,-0.006394809,-0.3159782204,-0.1556331019
6,5,0.1465183624,-0.007711921,-0.3748862887,-0.1772516077
7,5,0.1465196587,-0.0090410034,-0.4317882729,-0.1772516077
8,5,0.1465235476,-0.0103561848,-0.491097558,-0.2061392181
9,5,0.1465261402,-0.0117149996,-0.5463946749,-0.2061392181
10,5,0.146530029,-0.0130969827,-0.5990956831,-0.2083105091
11,5,0.1465339179,-0.0143720059,-0.6617327076,-0.2083105091
12,5,0.1465391031,-0.0156647914,-0.722623259,-0.2162640423
13,5,0.146540529,-0.017028626,-0.7766459226,-0.2162640423
14,5,0.1465429919,-0.0184766384,-0.8239659053,-0.2378353462
15,5,0.146546103,-0.019862869,-0.875604869,-0.2378353462
16,5,0.1465507697,-0.0211734167,-0.93505576,-0.2472049388
17,5,0.1465546585,-0.0224951625,-0.9941762372,-0.2472049388
17,6,0.1564638234,-0.0209135468,-0.9250489407,-0.0893615251
16,6,0.1564609067,-0.0198871956,-0.8467644606,-0.0893615251
15,6,0.1564550734,-0.0188843987,-0.7704624635,-0.0893615251
14,6,0.1564492401,-0.0180920463,-0.6735804041,-0.0893615251
13,6,0.1564430827,-0.0167965579,-0.6268032441,-0.0796851196
12,6,0.1564401661,-0.0153392782,-0.5940686725,-0.0796851196
11,6,0.1564362772,-0.0141974721,-0.5303460025,-0.0647220927
10,6,0.1564304439,-0.0130989134,-0.4630123812,-0.0647220927
9,6,0.1564272032,-0.0118242763,-0.4147247579,-0.068262241
8,6,0.156422018,-0.0105843915,-0.3624249665,-0.068262241
7,6,0.1564181291,-0.009271527,-0.3142081462,-0.0650525065
6,6,0.156412944,-0.0080802954,-0.2559373047,-0.0650525065
5,6,0.1564168329,-0.0068041138,-0.2065640359,-0.0857505738
4,6,0.1564161199,-0.0056101793,-0.1487180121,-0.0857505738
3,6,0.1564168329,-0.0044185616,-0.0904707715,-0.0857505738
2,6,0.1564181291,-0.0031427661,-0.0412155077,-0.0857505738
1,6,0.1564194254,-0.0017777731,-0.00022059,-0.1486000072
0,6,0.1564246106,-0.0005479279,0.0551945319,-0.0857505738
0,6,0.1564246106,-0.0005359577,0.0543212953,-0.0857505738
1,6,0.156422018,0.000700838,0.1070695055,-0.0674598074
2,6,0.156422731,0.0019109902,0.1628386422,-0.0674598074
3,6,0.1564279161,0.0032080232,0.2123771179,-0.0674598074
4,6,0.1564297958,0.0044637396,0.2620335985,-0.0285653777
5,6,0.156431092,0.0059692864,0.288749918,-0.0285653777
6,6,0.1564348513,0.0076848915,0.2946737662,-0.0308310726
7,6,0.1564388698,0.0092777051,0.3130117345,-0.0308310726
8,6,0.1564401661,0.0106067875,0.3576176035,-0.0161984595
9,6,0.1564414624,0.0119018898,0.4049847883,-0.0161984595
10,6,0.1564440549,0.0132274969,0.4495198543,-0.0205882434
11,6,0.1564427587,0.0146110245,0.4875882494,-0.0205882434
12,6,0.1564427587,0.0159767898,0.5274031176,-0.008716946
13,6,0.1564453512,0.0173329017,0.5692240699,-0.008716946
14,6,0.1564440549,0.018619509,0.6176296982,0.0049952285
15,6,0.1564453512,0.0198833342,0.6680178094,0.0049952285
16,6,0.1564466475,0.0212684063,0.7064638203,0.0062932829
17,6,0.1564482031,0.0226137064,0.7491580093,0.0062932829
18,6,0.1564505364,0.0238879573,0.7982716671,0.0062932829
19,6,0.1564518327,0.0251622083,0.8484001675,0.0126183479
20,6,0.156453129,0.0264874292,0.8933836524,0.0009830604
21,6,0.1564557216,0.0277423733,0.9449754141,0.0009830604
22,6,0.1564591567,0.0290807229,0.987622401,0.0168665259
22,6,0.1564666104,0.0297680461,0.9225308736,-0.0943885357
21,6,0.1564660919,0.028744784,0.8440339846,-0.1199248057
20,6,0.1564673882,0.0276798192,0.773065811,-0.1199248057
19,6,0.1564673882,0.0265125281,0.7139217328,-0.1363746949
18,6,0.1564647956,0.0253471677,0.6536920092,-0.1363746949
17,6,0.1564660919,0.0241431936,0.5974036507,-0.1363746949
16,6,0.1564686845,0.0229450116,0.5396756319,-0.1342270049
15,6,0.1564688789,0.0217093744,0.4872814365,-0.1342270049
14,6,0.1564699807,0.0202192731,0.4596682795,-0.1483167953
13,6,0.1564725733,0.0190222495,0.4016098468,-0.1483167953
12,6,0.1564712122,0.0178275427,0.3446370597,-0.1483167953
11,6,0.1564699807,0.0164938267,0.2994175649,-0.1483167953
10,6,0.1564686845,0.0151740117,0.2551421098,-0.1483167953
9,6,0.1564647956,0.0138773648,0.2085773587,-0.1707377348
8,6,0.1564647956,0.0125081243,0.1685028796,-0.1707377348
7,6,0.1564606475,0.0110326962,0.1384588207,-0.1760951592
6,6,0.1564596104,0.0094584171,0.1180911673,-0.1788564749
5,6,0.1564570178,0.007884138,0.0984787455,-0.1788564749
4,6,0.1564556567,0.0065195311,0.0582862614,-0.1456498836
3,6,0.1564557216,0.0052360129,0.008181362,-0.1456498836
2,6,0.156453129,0.0039528808,-0.040578281,-0.1456498836
1,6,0.1564544253,0.0026840358,-0.0912732052,-0.0922172447
0,6,0.1564544253,0.0014603688,-0.1469715389,-0.1456498836
-1,6,0.1564544253,0.0002776322,-0.2047467597,-0.1456498836
-2,6,0.1564518975,-0.0009672723,-0.2569049452,-0.2053603855
-3,6,0.156453129,-0.0022492459,-0.3067738347,-0.2053603855
-4,6,0.1564509901,-0.0035976351,-0.348783595,-0.2053603855
-5,6,0.1564494345,-0.0049348263,-0.3926814343,-0.2119686623
-6,6,0.1564492401,-0.0061681467,-0.4479077483,-0.2119686623
-7,6,0.1564518327,-0.0073991504,-0.5004435496,-0.2137151355
-8,6,0.1564518327,-0.0086911636,-0.5489435817,-0.2137151355
-9,6,0.156451379,-0.0099480384,-0.6008657573,-0.2137151355
0,6,0.1564246106,0.0001390092,-0.0148296021,-0.0863405985
1,6,0.1564259717,-0.0008143622,-0.0952145703,-0.0863405985
2,6,0.1564297958,-0.001729506,-0.1815705887,-0.0863405985
3,6,0.1564338142,-0.0029979649,-0.2322183108,-0.0863405985
4,6,0.1564362772,-0.0042193151,-0.2869490041,-0.1579695998
5,6,0.1564375735,-0.0054441405,-0.3432845645,-0.1579695998
6,6,0.1564375735,-0.0066164514,-0.4020746279,-0.1579695998
7,6,0.1564388698,-0.0078374155,-0.4578673656,-0.1769683958
8,6,0.1564392587,-0.0090749834,-0.5096715362,-0.1769683958
9,6,0.1564401661,-0.0102322349,-0.571742137,-0.2040859321
10,6,0.1564414624,-0.0116462673,-0.6095745222,-0.2040859321
11,6,0.1564427587,-0.0128873105,-0.6622991314,-0.2040859321
12,6,0.1564440549,-0.0140217799,-0.7251957668,-0.2081925041
13,6,0.1564466475,-0.0152346351,-0.7802804748,-0.2081925041
14,6,0.1564492401,-0.0164451735,-0.8377016808,-0.2176328997
15,6,0.1564517031,-0.017735256,-0.8847856537,-0.2176328997
16,6,0.1564544253,-0.0190570018,-0.9298163405,-0.2362304789
17,6,0.1564596104,-0.020332025,-0.9800864468,-0.2362304789
19,7,0.1664179695,-0.0223607869,-0.9111951602,-0.2433107756
18,7,0.1664121362,-0.0214440985,-0.8353651829,-0.095875398
17,7,0.1664047473,-0.0204189057,-0.771524508,-0.0891491162
16,7,0.1663956733,-0.0194358018,-0.7049225173,-0.0891491162
15,7,0.1663891918,-0.0183909161,-0.6441263699,-0.0891491162
14,7,0.1663840067,-0.0172823178,-0.5895844846,-0.0801571394
13,7,0.1663788215,-0.0161686997,-0.5360810428,-0.0801571394
12,7,0.1663736363,-0.0150535371,-0.4819875763,-0.0801571394
11,7,0.1663697475,-0.0140013147,-0.4217106506,-0.0631644274
10,7,0.1663645623,-0.0129212905,-0.3638410259,-0.0631644274
9,7,0.1663591827,-0.0117910686,-0.312485274,-0.0679554281
8,7,0.1663580809,-0.0108114399,-0.2443020171,-0.0679554281
7,7,0.1663591827,-0.0093908432,-0.2208898361,-0.06609095
6,7,0.1663580809,-0.008276839,-0.1661355419,-0.06609095
5,7,0.1663580809,-0.0071060727,-0.1181311305,-0.085254953
4,7,0.1663606086,-0.0059700586,-0.0670349896,-0.085254953
3,7,0.1663593772,-0.0048545099,-0.010841035,-0.085254953
2,7,0.1663612568,-0.0037439809,0.0431816286,-0.085254953
1,7,0.166361192,-0.0024990764,0.0851677878,-0.1459330954
0,7,0.1663643679,-0.0012931716,0.1289240212,-0.085254953
0,7,0.1663645623,-0.0012819737,0.1281451886,-0.085254953
1,7,0.1663651456,-0.0001305142,0.1764564128,-0.085254953
2,7,0.1663658586,0.0010599451,0.2242012133,-0.066020147
3,7,0.166368516,0.0021542563,0.2792859214,-0.066020147
4,7,0.1663762289,0.0031277068,0.3487908337,-0.066020147
5,7,0.1663762289,0.0046653029,0.3606149291,-0.0308074716
6,7,0.1663775252,0.0062094634,0.3716837929,-0.0308074716
7,7,0.1663788215,0.0077543961,0.3825402478,-0.030028639
8,7,0.1663825807,0.0090058649,0.4236059685,-0.030028639
9,7,0.1663846548,0.0101847401,0.4703595275,-0.0149712081
10,7,0.1663851733,0.0113937339,0.5147529876,-0.0149712081
11,7,0.1663865992,0.0125339955,0.5662739463,-0.0213906771
12,7,0.1663904233,0.0137692466,0.607316066,-0.0213906771
13,7,0.1663904881,0.0150299827,0.6462576977,-0.0132955379
14,7,0.1664018306,0.0163648571,0.6779302248,-0.0132955379
15,7,0.1664070806,0.0175931578,0.7213796453,-0.0132955379
16,7,0.166403451,0.0187592904,0.7690300419,0.0084173719
17,7,0.1664047473,0.0199559279,0.8146271524,0.0084173719
18,7,0.1664122658,0.0212151195,0.8551972523,0.0088657907
19,7,0.166412525,0.0224909149,0.8933836524,0.0088657907
20,7,0.1664112288,0.0236620674,0.9404440242,0.0088657907
21,7,0.166414988,0.0247814775,0.99404187,0.0109426777
21,7,0.1664173861,0.0254027714,0.9361250432,-0.1395608284
20,7,0.1664270435,0.0245841617,0.8479045468,-0.1395608284
19,7,0.1664280805,0.0236404437,0.7775027969,-0.1352182465
18,7,0.1664280805,0.0226739437,0.7084935054,-0.1352182465
17,7,0.1664282101,0.0215491277,0.6569961476,-0.1352182465
16,7,0.1664280805,0.0201571051,0.6303270302,-0.1524941703
15,7,0.1664304138,0.0191492884,0.5656367196,-0.1524941703
14,7,0.1664293768,0.0179634628,0.5191427715,-0.1578515948
13,7,0.1664280805,0.0167583303,0.4754809421,-0.1578515948
12,7,0.1664254879,0.0155547424,0.430969477,-0.1578515948
11,7,0.1664241917,0.0143731643,0.3835314894,-0.1711861535
10,7,0.1664190065,0.0131367548,0.3415925321,-0.1711861535
9,7,0.1664177102,0.0119173352,0.2969630621,-0.1756467404
8,7,0.1664136917,0.0107048662,0.2534664396,-0.1756467404
7,7,0.1664060436,0.0095070703,0.2088369696,-0.1804613422
6,7,0.1664038399,0.0080775924,0.1863924291,-0.1804613422
5,7,0.1664015066,0.006587105,0.1695885251,-0.1445406371
4,7,0.166398201,0.0050591623,0.1562775673,-0.1445406371
3,7,0.1663956733,0.0039181285,0.1048038105,-0.1445406371
2,7,0.1663969696,0.0028751734,0.0433468355,-0.0962294128
1,7,0.1663969696,0.0017437931,-0.0083393302,-0.1445406371
0,7,0.1663969696,0.0006417591,-0.0646276887,-0.1445406371
-1,7,0.1663967751,-0.0005309379,-0.1131985238,-0.204180336
-2,7,0.1663956733,-0.0018457332,-0.1470659429,-0.204180336
-3,7,0.1663956733,-0.0030211331,-0.1941027138,-0.204180336
-4,7,0.1663959325,-0.0042224042,-0.2398178292,-0.2109302188
-5,7,0.1663947011,-0.0054043685,-0.286972605,-0.2109302188
-6,7,0.1663946362,-0.0065508082,-0.3382575539,-0.2109302188
-7,7,0.1663940529,-0.0077609604,-0.3846570981,-0.2120158643
-8,7,0.1663930807,-0.0089583701,-0.429404573,-0.2120158643
-9,7,0.1663956733,-0.0101333839,-0.4764413439,-0.2311562663
0,7,0.1663891918,-0.0004637501,0.0466273729,-0.08733184
1,7,0.1663903585,-0.0013202012,-0.0344656249,-0.08733184
2,7,0.1663904881,-0.002105217,-0.1203732245,-0.08733184
3,7,0.166391914,-0.0033327454,-0.1643418668,-0.08733184
4,7,0.1663930807,-0.0044865217,-0.2141399533,-0.1547834663
5,7,0.1663917844,-0.0055711795,-0.2704991148,-0.1547834663
6,7,0.1663930807,-0.0066952233,-0.3246869853,-0.1547834663
7,7,0.1663930807,-0.0078239007,-0.378520841,-0.1783608542
8,7,0.1663929511,-0.0089788354,-0.4261004346,-0.1783608542
9,7,0.1663917844,-0.0101256612,-0.4777629992,-0.2059504102
10,7,0.1663917844,-0.0113103284,-0.5240681394,-0.2059504102
11,7,0.1663930807,-0.0124946095,-0.5715533291,-0.2059504102
12,7,0.1663930807,-0.0136445244,-0.6216346275,-0.2065640359
13,7,0.166394377,-0.0147438555,-0.6773093603,-0.2065640359
14,7,0.1663982659,-0.0158825724,-0.7286887131,-0.2180577175
15,7,0.1663988492,-0.0170714872,-0.7753950701,-0.2180577175
16,7,0.1664021547,-0.0182758473,-0.8198357322,-0.2368441046
17,7,0.1664047473,-0.0194941085,-0.8659756655,-0.2368441046
18,7,0.1664085714,-0.0206637164,-0.9124932146,-0.2368441046
19,7,0.166414275,-0.0218418193,-0.9602852171,-0.2433107756
20,8,0.1766299476,-0.0219595909,-0.9120211948,-0.0927836684
19,8,0.1766265125,-0.0210853776,-0.8403213906,-0.0927836684
18,8,0.1766246977,-0.0201984217,-0.7743566266,-0.0878038598
17,8,0.1766211977,-0.0192624265,-0.7114835922,-0.0878038598
16,8,0.1766178273,-0.0183843517,-0.6444331828,-0.0878038598
15,8,0.1766104385,-0.0178476218,-0.5444593938,-0.0787174791
14,8,0.1766052533,-0.0169521709,-0.4794622704,-0.0787174791
13,8,0.1766026607,-0.0158740774,-0.4324018986,-0.0787174791
12,8,0.1765987719,-0.014852746,-0.3787804518,-0.061960777
11,8,0.1765935867,-0.0138773648,-0.3202972014,-0.061960777
10,8,0.1765922904,-0.0128764987,-0.2644572616,-0.061960777
9,8,0.1765896978,-0.011806514,-0.2176801017,-0.0677666202
8,8,0.1765871053,-0.0107114305,-0.1717761783,-0.0677666202
7,8,0.1765871053,-0.0096468518,-0.1227805253,-0.0634948412
6,8,0.176585809,-0.0085220357,-0.078953489,-0.0634948412
5,8,0.1765884015,-0.0074678827,-0.0304298558,-0.0851133471
4,8,0.1765914478,-0.0063685517,0.0164889101,-0.0851133471
3,8,0.1765922904,-0.0053213491,0.0665230066,-0.0851133471
2,8,0.1765935867,-0.0042251072,0.1112232795,-0.0851133471
1,8,0.1765939108,-0.0030825288,0.1524542071,-0.0851133471
0,8,0.1765950126,-0.0014039928,0.1372551703,-0.1456026816
0,8,0.1765971515,-0.0011603406,0.1153298516,-0.0851133471
1,8,0.176594883,-0.0001023262,0.165552756,-0.0851133471
2,8,0.1765970219,0.0009236389,0.2170501137,-0.0648400976
3,8,0.1765961793,0.0020708508,0.2585642532,-0.0648400976
4,8,0.1765974756,0.003179063,0.3010696342,-0.0648400976
5,8,0.1765987719,0.0044096805,0.3340166147,-0.0276921411
6,8,0.1766026607,0.0056603771,0.3656655408,-0.0276921411
7,8,0.176603957,0.0070191919,0.3853251645,-0.0274797322
8,8,0.1766061607,0.0083011656,0.4107434295,-0.0274797322
9,8,0.1766078459,0.0095008921,0.4452244743,-0.0274797322
10,8,0.1766117348,0.0106743614,0.4830568595,-0.0152780209
11,8,0.1766182162,0.0118698404,0.5189067616,-0.0152780209
12,8,0.1766195125,0.0129649239,0.5642678623,-0.0152780209
13,8,0.1766253458,0.0141889771,0.5973092467,-0.021532283
14,8,0.1766291699,0.0153323277,0.6369353071,-0.0091653648
15,8,0.1766341606,0.0165459552,0.6713927509,-0.0091653648
16,8,0.1766402531,0.0176947117,0.7104051855,-0.0091653648
17,8,0.1766428457,0.0188121911,0.7554122713,0.0031779524
18,8,0.1766445309,0.0199323735,0.7980828592,0.0031779524
19,8,0.1766467346,0.0211610603,0.8293305685,0.0066472977
20,8,0.1766506235,0.0223260346,0.8692162397,0.0066472977
21,8,0.1766535401,0.0234230488,0.9148133503,0.0066472977
22,8,0.1766590493,0.0244602118,0.9646822398,0.0100458401
22,8,0.1766635864,0.0251035155,0.9038388904,-0.1394192225
21,8,0.1766644938,0.024226213,0.8335787465,-0.1394192225
20,8,0.1766648827,0.0233705342,0.764475051,-0.1324333298
19,8,0.1766648827,0.0224407172,0.702994475,-0.1324333298
18,8,0.1766635864,0.021380386,0.6547304527,-0.1324333298
17,8,0.1766648827,0.0202837579,0.6081893026,-0.1501104705
16,8,0.1766635864,0.0192516146,0.5569515557,-0.1501104705
15,8,0.1766648827,0.0181982339,0.5076962919,-0.1501104705
14,8,0.1766606697,0.0170599031,0.4660641475,-0.1571199642
13,8,0.1766571049,0.0159424236,0.4231575497,-0.1571199642
12,8,0.1766549012,0.0148091126,0.3814782033,-0.1710681486
11,8,0.1766545123,0.0136680788,0.339751655,-0.1710681486
10,8,0.1766506235,0.0124745304,0.3046805855,-0.1710681486
9,8,0.1766506235,0.0113377441,0.263142845,-0.1741834791
8,8,0.1766454383,0.0101318394,0.229110219,-0.1741834791
7,8,0.1766415494,0.0088745785,0.1984289335,-0.1772752087
6,8,0.1766409661,0.0076207928,0.1702257518,-0.1442574252
5,8,0.1766376606,0.0064442344,0.1321337557,-0.1442574252
4,8,0.1766389569,0.0052437356,0.0971098882,-0.1442574252
3,8,0.1766389569,0.0040397616,0.061448794,-0.1442574252
2,8,0.1766363643,0.0029338662,0.0181409793,-0.0934680971
1,8,0.1766376606,0.0018522975,-0.0292734073,-0.1442574252
0,8,0.1766324754,0.0007919663,-0.0781746563,-0.1442574252
-1,8,0.1766337717,-0.0002629591,-0.1295540091,-0.2007817936
-2,8,0.1766311791,-0.0013603594,-0.1747027009,-0.2007817936
-3,8,0.1766285865,-0.0024797695,-0.217019274,-0.2007817936
-4,8,0.1766298828,-0.0036574863,-0.2555596888,-0.2007817936
-5,8,0.1766285865,-0.0048027676,-0.2959645818,-0.2114730416
-6,8,0.1766311791,-0.0058314356,-0.34866559,-0.2114730416
-7,8,0.1766311791,-0.0069191825,-0.3937198778,-0.2114730416
-8,8,0.1766298828,-0.0079895533,-0.4438483782,-0.2100805832
-9,8,0.1766320217,-0.0091124387,-0.4851029068,-0.2100805832
0,8,0.1765909941,-0.0006799866,0.0675142481,-0.0855617658
1,8,0.1765921608,-0.0016152096,0.0062696819,-0.0855617658
2,8,0.1765935867,-0.0026010164,-0.051316731,-0.0855617658
3,8,0.1765909941,-0.0036235063,-0.104371754,-0.0855617658
4,8,0.1765909941,-0.0044243537,-0.1798477165,-0.153273003
5,8,0.1765896978,-0.0052402604,-0.2523263534,-0.153273003
6,8,0.1765909941,-0.006231087,-0.3101723771,-0.153273003
7,8,0.176594883,-0.0072752005,-0.359286035,-0.1754815335
8,8,0.1765961793,-0.0083436406,-0.4088717127,-0.1754815335
9,8,0.1765961793,-0.00935918,-0.461171504,-0.1754815335
10,8,0.1765987719,-0.0104407487,-0.5081846739,-0.2011358084
11,8,0.1766026607,-0.0115910498,-0.5490143847,-0.2011358084
12,8,0.1766052533,-0.012710846,-0.5911893519,-0.2011358084
13,8,0.1766091422,-0.0137692466,-0.6415302612,-0.2057380013
14,8,0.1766104385,-0.0148828647,-0.6852392926,-0.2057380013
15,8,0.1766117348,-0.0159327702,-0.7357454088,-0.2057380013
16,8,0.1766143273,-0.0170745762,-0.7768347305,-0.2139275444
17,8,0.1766143273,-0.018184333,-0.820236949,-0.2139275444
18,8,0.1766169199,-0.019303357,-0.8640167834,-0.2350032275
19,8,0.1766226884,-0.0203957375,-0.9096846969,-0.2350032275
20,8,0.1766272902,-0.0214070294,-0.9622440992,-0.244679633
20,9,0.1866831303,-0.0200242741,-0.9234440735,-0.0887006974
19,9,0.1866826118,-0.0192473671,-0.852098284,-0.0887006974
18,9,0.1866800192,-0.0184164011,-0.7891780477,-0.0887006974
17,9,0.1866761303,-0.0175078216,-0.7342585465,-0.0781038534
16,9,0.186674834,-0.01654248,-0.684271652,-0.0781038534
15,9,0.1866704266,-0.0155844749,-0.6342847576,-0.0781038534
14,9,0.1866683526,-0.0146600638,-0.5811353306,-0.0629992205
13,9,0.1866644637,-0.0137395141,-0.5252009869,-0.0629992205
12,9,0.1866605748,-0.0128197366,-0.4711783233,-0.0629992205
11,9,0.186656686,-0.0118165536,-0.4268556662,-0.0669877876
10,9,0.1866523434,-0.0108048756,-0.3820845903,-0.0669877876
9,9,0.1866502045,-0.0098009203,-0.335826652,-0.0627632106
8,9,0.1866463157,-0.0088348064,-0.2853677378,-0.0627632106
7,9,0.1866437231,-0.0078231284,-0.2413518935,-0.08303646
6,9,0.1866424268,-0.0068434997,-0.1932766791,-0.08303646
5,9,0.1866411305,-0.005869277,-0.1449654549,-0.08303646
4,9,0.1866398342,-0.0049274897,-0.0934208951,-0.08303646
3,9,0.1866424268,-0.0039208315,-0.0472573609,-0.08303646
2,9,0.1866411305,-0.0028346291,-0.0090709609,-0.1443046272
1,9,0.1866424268,-0.0017159912,0.0260473106,-0.08303646
0,9,0.1866437231,-0.0007108776,0.0713612093,-0.08303646
0,9,0.1866437231,-0.0007027687,0.0704171697,-0.08303646
1,9,0.1866437231,0.0003158598,0.1150702407,-0.0646040877
2,9,0.1866450194,0.0013205873,0.1605257453,-0.0646040877
3,9,0.1866450194,0.0023249287,0.2043291807,-0.0646040877
4,9,0.1866476119,0.0034053391,0.2438136351,-0.0646040877
5,9,0.1866502045,0.0043509877,0.2958538156,-0.0281641609
6,9,0.1866553897,0.005439893,0.3325061514,-0.0281641609
7,9,0.186656686,0.0066647185,0.3559891353,-0.0281641609
8,9,0.1866592786,0.0078150195,0.3865760169,-0.0295566192
9,9,0.1866605748,0.0089352019,0.4212694706,-0.0295566192
10,9,0.1866618711,0.0100337607,0.4567417569,-0.0295566192
11,9,0.1866644637,0.0111975765,0.486266594,-0.0139799665
12,9,0.1866668618,0.0122636998,0.526600684,-0.0139799665
13,9,0.1866683526,0.0133753872,0.5611761327,-0.0195970019
14,9,0.1866722415,0.0145399753,0.5911729896,-0.0195970019
15,9,0.1866735377,0.0156385341,0.6267868819,-0.0195970019
16,9,0.186677297,0.0167193305,0.6641708483,-0.0079617144
17,9,0.1866774914,0.0178008993,0.7025932582,-0.0079617144
18,9,0.186682547,0.0188585275,0.7419125057,0.0057268592
19,9,0.1866839081,0.0198806312,0.7853147242,0.0057268592
20,9,0.1866903895,0.0209900018,0.8194653552,0.0057268592
21,9,0.1866947969,0.0221360554,0.8520583208,0.0053020414
22,9,0.1866997876,0.0232014064,0.8911887604,0.0053020414
23,9,0.186704908,0.0242123121,0.9369982798,0.0162529002
24,9,0.1867104172,0.0252305544,0.9809433211,0.0162529002
24,9,0.1867215005,0.0258290662,0.9232861053,-0.1385459859
23,9,0.1867189079,0.0249996447,0.8584777898,-0.1385459859
22,9,0.1867202042,0.0241806489,0.7937638783,-0.1385459859
21,9,0.1867202042,0.0233068217,0.7353042288,-0.1342506059
20,9,0.1867202042,0.0223735294,0.6827448265,-0.1342506059
19,9,0.1867202042,0.0213854057,0.6361564744,-0.1342506059
18,9,0.1867176116,0.0203262329,0.5958223844,-0.148883219
17,9,0.1867163153,0.0192991095,0.5530573926,-0.148883219
16,9,0.186715019,0.0183349263,0.5038021287,-0.148883219
15,9,0.186715019,0.0172946741,0.4621463833,-0.1541934415
14,9,0.1867137227,0.0162613725,0.4197590073,-0.1541934415
13,9,0.1867085376,0.0152083778,0.3777728481,-0.1541934415
12,9,0.186705945,0.014117928,0.3412857192,-0.1664187538
11,9,0.1867020561,0.0130135772,0.3058370339,-0.1664187538
10,9,0.1866995932,0.0118933948,0.2716156,-0.1730978336
9,9,0.186696871,0.0107743708,0.2370165503,-0.1730978336
8,9,0.1866916858,0.0096769704,0.2000574017,-0.1776764255
7,9,0.1866903895,0.0085799562,0.1659539728,-0.1440214153
6,9,0.1866865006,0.0074532095,0.1319449478,-0.1440214153
5,9,0.1866839081,0.0063793635,0.093215725,-0.1440214153
4,9,0.1866839081,0.0053062898,0.0546989111,-0.1440214153
3,9,0.1866826118,0.0042482754,0.0138692003,-0.1440214153
2,9,0.1866800192,0.0031821521,-0.0261816778,-0.1440214153
1,9,0.1866783988,0.0021245238,-0.0674362064,-0.0933972942
0,9,0.1866787229,0.001119024,-0.1122072823,-0.1440214153
-1,9,0.1866761303,0.0001162271,-0.1568603533,-0.1440214153
-2,9,0.1866761303,-0.0008803915,-0.2044399469,-0.201985444
-3,9,0.1866761303,-0.0019299109,-0.2450808498,-0.201985444
-4,9,0.1866787229,-0.0030134104,-0.2833852547,-0.201985444
-5,9,0.1866787229,-0.0041007712,-0.3207692211,-0.2081453021
-6,9,0.1866774266,-0.005137548,-0.3633926071,-0.2081453021
-7,9,0.1866787229,-0.0061337806,-0.4069128306,-0.2081453021
-8,9,0.1866787229,-0.0071454586,-0.4546340301,-0.2118978594
-9,9,0.1866774266,-0.0082027007,-0.4949917211,-0.2118978594
0,9,0.1866631674,0.0001119796,-0.010911838,-0.0813607898
1,9,0.18666576,-0.0006100959,-0.0837208887,-0.0813607898
2,9,0.186664723,-0.0015206061,-0.1421333362,-0.0813607898
