pos index,depth index,depth,current joint position,current joint effort,current torque offset
36,3,0.1265503113,-0.0657884168,-0.9129061331,0.1405476071
35,3,0.126549015,-0.0642179991,-0.857774223,0.1405476071
34,3,0.1265451261,-0.0625861856,-0.8143012015,0.1510264462
33,3,0.1265451261,-0.0609265703,-0.7715834116,0.1510264462
32,3,0.1265438298,-0.0592812421,-0.7289600256,0.1519468847
31,3,0.1265425335,-0.0576231713,-0.6869030634,0.1519468847
30,3,0.1265412372,-0.0559457938,-0.6472770031,0.149279973
29,3,0.1265373484,-0.0542556737,-0.60925581,0.1518524808
28,3,0.1265373484,-0.0525369795,-0.573028292,0.1518524808
27,3,0.1265360521,-0.0507943448,-0.5400105086,0.1523481015
26,3,0.1265347558,-0.0491092445,-0.5001720393,0.1523481015
25,3,0.1265334595,-0.0473994314,-0.4617732304,0.1529145253
24,3,0.1265321632,-0.0456594997,-0.4288262499,0.1545665945
23,3,0.1265308669,-0.0439361719,-0.3940855943,0.1545665945
22,3,0.1265282743,-0.042173072,-0.3613982246,0.1469670761
21,3,0.1265295706,-0.0404319818,-0.3284276432,0.1469670761
20,3,0.126526978,-0.0387028619,-0.292648544,0.1498463967
19,3,0.1265282743,-0.0369872568,-0.2556421934,0.1510972491
18,3,0.1265256817,-0.0352106421,-0.2270849969,0.1510972491
17,3,0.126526978,-0.0334614431,-0.1930287699,0.1528201213
16,3,0.126526978,-0.0317439073,-0.1559988183,0.1558410479
15,3,0.1265243855,-0.0300213518,-0.1213053647,0.1558410479
14,3,0.1265243855,-0.0282933903,-0.0859038813,0.1476751057
13,3,0.1265256817,-0.0265302904,-0.0544437631,0.1484775394
12,3,0.1265256817,-0.0247745271,-0.0217327925,0.1484775394
11,3,0.1265256817,-0.0229789917,0.0084292713,0.1502004115
10,3,0.1265230892,-0.0211977433,0.0383081232,0.1502004115
9,3,0.1265243855,-0.0194195841,0.068470187,0.1531033332
8,3,0.1265243855,-0.0176815831,0.1035884585,0.1538349638
7,3,0.1265256817,-0.0159594136,0.1408544199,0.1538349638
6,3,0.1265256817,-0.0142005612,0.1717009124,0.1505780274
5,3,0.1265256817,-0.0124158376,0.2017685723,0.1505780274
4,3,0.126526978,-0.01060254,0.2296885421,0.1539057668
3,3,0.1265256817,-0.0088599053,0.2622815078,0.1472502879
2,3,0.1265256817,-0.0070720926,0.2926559805,0.1472502879
1,3,0.1265282743,-0.0052213397,0.3168705951,0.1459758345
0,3,0.126526978,-0.0034536061,0.346725846,0.123790905
0,3,0.1265282743,-0.0034451111,0.3465842401,0.1211947962
1,3,0.126526978,-0.0016638628,0.3761798802,0.1211947962
2,3,0.1265282743,4.13166208771011E-05,0.4143662802,0.1211947962
3,3,0.1265243855,0.0018117531,0.44658163,0.1458342286
4,3,0.126526978,0.0036188726,0.4737463683,0.1458342286
5,3,0.1265282743,0.0053997348,0.5046872647,0.1580359399
6,3,0.126526978,0.007140825,0.5377050481,0.1584371567
7,3,0.1265295706,0.008929796,0.5670882793,0.1584371567
8,3,0.1265282743,0.0107311235,0.5945126284,0.1612220734
9,3,0.1265295706,0.0125127579,0.6271291951,0.1721965332
10,3,0.1265321632,0.0142835806,0.6565360272,0.1721965332
11,3,0.1265321632,0.0159821957,0.6956900678,0.1755714746
12,3,0.1265360521,0.0177483847,0.7267725702,0.1755714746
13,3,0.1265373484,0.0196389097,0.7467154058,0.1755714746
14,3,0.1265373484,0.021468039,0.7706232075,0.1755714746
15,3,0.1265373484,0.0232489012,0.8016821089,0.1755714746
16,3,0.1265399409,0.0249795656,0.8361867547,0.1755714746
17,3,0.1265451261,0.0267094578,0.8718242479,0.1822269535
18,3,0.1265477187,0.0285470821,0.8967940941,0.1793476328
19,3,0.1265516075,0.0303005286,0.9287262321,0.1860739147
20,3,0.1265554964,0.0320755987,0.9598795374,0.1862863236
21,3,0.1265593853,0.0338054909,0.9944785871,0.1862863236
21,3,0.1265594501,0.0343877849,0.9408571404,0.1862863236
20,3,0.1265542001,0.0327899515,0.8892417777,0.0972397925
19,3,0.1265529038,0.0312318902,0.83536072,0.1035412565
18,3,0.1265477187,0.0295962153,0.7915572847,0.1035412565
17,3,0.1265451261,0.0278825409,0.7549757519,0.0969093786
16,3,0.1265425335,0.0262047772,0.7142404451,0.0963429549
15,3,0.1265412372,0.0245219937,0.6742131679,0.0963429549
14,3,0.1265386446,0.0228554279,0.6332182502,0.0971453885
13,3,0.1265360521,0.0211475456,0.595338663,0.0971453885
12,3,0.1265321632,0.019405297,0.5622736776,0.096154147
11,3,0.1265295706,0.0176120785,0.5319936088,0.0975938073
10,3,0.1265282743,0.0158837308,0.4968753374,0.0975938073
9,3,0.126526978,0.0142241155,0.4544171583,0.0987502558
8,3,0.1265256817,0.0124776195,0.4207385472,0.0987502558
7,3,0.1265217929,0.010724173,0.3881691825,0.0867373524
6,3,0.1265230892,0.0089294099,0.3593523751,0.0806482973
5,3,0.1265204966,0.0071798248,0.3265233995,0.094006457
4,3,0.1265192003,0.0054499326,0.2912399212,0.094006457
3,3,0.1265153114,0.0036914663,0.2583637436,0.1127456422
2,3,0.1265153114,0.0019055843,0.2288153055,0.1127456422
1,3,0.1265153114,0.0001278112,0.1971663794,0.0909383284
0,3,0.1265166077,-0.0015885662,0.1604432407,0.081261923
-1,3,0.1265166077,-0.0033331315,0.12796828,0.081261923
-2,3,0.1265153114,-0.0051058848,0.0963429549,0.0704526701
-3,3,0.1265153114,-0.0068909945,0.0671013297,0.0704526701
-4,3,0.1265127188,-0.0086788072,0.036679655,0.0611066785
-5,3,0.1265140151,-0.0104569664,0.0058803645,0.0702402612
-6,3,0.1265114226,-0.0122633137,-0.0233140588,0.0702402612
-7,3,0.1265127188,-0.0140295027,-0.0529096989,0.0683521821
-8,3,0.1265127188,-0.0157636423,-0.0893968277,0.0623811319
-9,3,0.1265127188,-0.0175105245,-0.1240666804,0.0623811319
0,4,0.1367521136,-0.0031558948,0.3176022257,0.1313904234
1,4,0.1367521136,-0.0045405808,0.263862774,0.1033996506
2,4,0.1367521136,-0.0060430385,0.2227026494,0.1033996506
3,4,0.1367521136,-0.0076238819,0.1869707522,0.1033996506
4,4,0.1367509469,-0.009147191,0.1455038148,0.0870441653
5,4,0.1367476413,-0.0106917375,0.1085446662,0.0874217811
6,4,0.1367577524,-0.0123818576,0.0852740911,0.0874217811
7,4,0.136756132,-0.0139279487,0.0488577652,0.0793266419
8,4,0.136758595,-0.0154253866,0.0055499506,0.0691310147
9,4,0.136758595,-0.016991943,-0.0297335278,0.0691310147
10,4,0.1367572987,-0.0184959452,-0.0709408544,0.0700986552
11,4,0.1367572987,-0.0200605709,-0.1087968405,0.0700986552
12,4,0.1367572987,-0.0216313748,-0.1434902942,0.0672901376
13,4,0.1367560024,-0.0232357725,-0.1752100233,0.0672901376
14,4,0.1367560024,-0.0248459623,-0.2073073682,0.0596670182
15,4,0.136758595,-0.0264372314,-0.2393339101,0.0596670182
16,4,0.1367572987,-0.0280960745,-0.2656962147,0.0607998656
17,4,0.1367572987,-0.0296950663,-0.296825919,0.0607998656
18,4,0.136758595,-0.031256989,-0.3342806884,0.0649064377
19,4,0.136758595,-0.0328154365,-0.3701777925,0.0649064377
20,4,0.1367598913,-0.0343866265,-0.4066649213,0.0622867279
21,4,0.1367611876,-0.0359632224,-0.4401311236,0.0560324659
22,4,0.1367637802,-0.0376035309,-0.4671070539,0.0560324659
23,4,0.1367624839,-0.039090157,-0.5106036764,0.0624283339
24,4,0.1367663727,-0.0406621193,-0.5460287607,0.0537431699
25,4,0.1367663727,-0.0422306063,-0.5801321897,0.0537431699
26,4,0.136767669,-0.0438442713,-0.611238293,0.05565485
27,4,0.1367689653,-0.0454212534,-0.6461205546,0.05565485
28,4,0.1367702616,-0.0470198591,-0.6790911361,0.0610830775
29,4,0.1367728542,-0.0485667225,-0.7147050283,0.0610830775
30,4,0.1367741505,-0.0501348234,-0.749540088,0.0594074073
31,4,0.1367767431,-0.0516874789,-0.7856968029,0.0594074073
32,4,0.1367806319,-0.0533586782,-0.8115398858,0.0559616629
33,4,0.1367832245,-0.0549287098,-0.8465873543,0.0585813727
34,4,0.1367852338,-0.0564952662,-0.8821776455,0.0585813727
35,4,0.1367876319,-0.0580637533,-0.9178387397,0.0630183586
36,4,0.1367961874,-0.0596469135,-0.949086449,0.0630183586
37,4,0.1368002059,-0.0612466776,-0.9820334295,0.0629947576
37,4,0.1368052614,-0.061957169,-0.9141097835,0.1507432343
36,4,0.1368013726,-0.0604720875,-0.866270579,0.1507432343
35,4,0.1368013726,-0.0590402928,-0.8176997439,0.1503656185
34,4,0.1368000763,-0.0575698845,-0.772857865,0.1503656185
33,4,0.13679878,-0.0560871198,-0.7298568632,0.1497755937
32,4,0.1367974837,-0.0546055135,-0.6846609695,0.1497755937
31,4,0.1367947615,-0.0530721649,-0.6483862496,0.1521828946
30,4,0.1367922985,-0.0515457667,-0.6072497259,0.1532213381
29,4,0.1367922985,-0.050029022,-0.5676000646,0.1532213381
28,4,0.1367910023,-0.0484960595,-0.5299328863,0.1518052788
27,4,0.1367871134,-0.0469939879,-0.4872622984,0.1498463967
26,4,0.1367858171,-0.0454204811,-0.4528992586,0.1498463967
25,4,0.1367845208,-0.0438917662,-0.4146656566,0.1498463967
24,4,0.1367858171,-0.0423163286,-0.3794293802,0.1475334998
23,4,0.1367845208,-0.0407663762,-0.3424230296,0.1475334998
22,4,0.1367819282,-0.0392291662,-0.303268989,0.1498935987
21,4,0.1367819282,-0.037705471,-0.264988185,0.1540709737
20,4,0.1367832245,-0.0361265582,-0.2306723472,0.1519940867
19,4,0.1367832245,-0.0345507346,-0.1958608886,0.1519940867
18,4,0.1367793356,-0.0329671882,-0.1622294794,0.1539765698
17,4,0.1367819282,-0.0314419485,-0.1231462418,0.1539765698
16,4,0.1367819282,-0.0298970158,-0.0846530289,0.1539765698
15,4,0.1367819282,-0.0283505385,-0.0492751466,0.147085081
14,4,0.1367793356,-0.026741121,-0.01642257,0.147085081
13,4,0.1367819282,-0.0251718617,0.0190969183,0.1516636729
12,4,0.1367819282,-0.0235670778,0.0522563076,0.153480949
11,4,0.1367806319,-0.0219537989,0.0827723863,0.153480949
10,4,0.1367819282,-0.0202972727,0.108898681,0.1520648897
9,4,0.1367793356,-0.018695964,0.1396979715,0.1520648897
8,4,0.1367819282,-0.0171521897,0.1782855883,0.1517108748
7,4,0.1367806319,-0.0155474058,0.2104537362,0.1517108748
6,4,0.1367819282,-0.0139677208,0.2451943918,0.1496339878
5,4,0.1367832245,-0.0123733626,0.2792034168,0.1546373975
4,4,0.1367845208,-0.0107365294,0.3060377412,0.1546373975
3,4,0.1367858171,-0.0091394682,0.338394697,0.1504836234
2,4,0.1367858171,-0.0075072686,0.3669990955,0.1504836234
1,4,0.1367884097,-0.0058422474,0.3945886515,0.1504836234
0,4,0.1367871134,-0.0041702758,0.4197709067,0.1504836234
0,4,0.1367871134,-0.0041637114,0.4179300295,0.1504836234
1,4,0.136789706,-0.002509502,0.4459680043,0.1442293614
2,4,0.1367884097,-0.0008969954,0.476460482,0.1442293614
3,4,0.136789706,0.0006533432,0.514552478,0.1476515047
4,4,0.1367910023,0.0023291762,0.5405843688,0.1476515047
5,4,0.1367935948,0.0039953559,0.5641853577,0.1476515047
6,4,0.1367922985,0.0056267832,0.593332579,0.1608208565
7,4,0.1367935948,0.0072640025,0.6215829627,0.1590743834
8,4,0.1367961874,0.0089012219,0.6503289671,0.1590743834
9,4,0.1368000763,0.0105241542,0.6817182824,0.1626617337
10,4,0.1368026689,0.0121084729,0.7141932431,0.1728101589
11,4,0.1368039652,0.0137402863,0.7426324347,0.1728101589
12,4,0.1368065577,0.0153080011,0.7786239427,0.1753118637
13,4,0.136807854,0.0168150924,0.8213889346,0.1753118637
14,4,0.1368104466,0.0184963314,0.8436210662,0.1764211102
15,4,0.1368104466,0.0201891544,0.8664196214,0.1764211102
16,4,0.1368130392,0.0218124729,0.8974077198,0.1775303567
17,4,0.1368156318,0.0234288409,0.9276641876,0.1775303567
18,4,0.1368182243,0.02500312,0.9631364739,0.1824157614
19,4,0.1368182243,0.026588597,0.996885888,0.1783799923
19,4,0.1368195206,0.0271631683,0.9422731997,0.1783799923
18,4,0.1368182243,0.0257275123,0.8903982261,0.0969329796
17,4,0.1368169281,0.0243103908,0.8391132773,0.0969329796
16,4,0.1368143355,0.0228137252,0.7974575319,0.0986558518
15,4,0.1368143355,0.0213004557,0.7562030033,0.0986558518
14,4,0.1368143355,0.0197439389,0.7197158745,0.096059743
13,4,0.1368130392,0.0181596202,0.6859900613,0.096059743
12,4,0.1368117429,0.0165834104,0.6509189919,0.0966261668
11,4,0.1368117429,0.0150801805,0.6090980395,0.0966261668
10,4,0.1368104466,0.0135680694,0.5667578655,0.1000247092
9,4,0.136807854,0.0119988101,0.5320880128,0.087610589
8,4,0.136807854,0.0104449962,0.4953412731,0.087610589
7,4,0.1368052614,0.0088622221,0.4616390609,0.0806010953
6,4,0.1368039652,0.0072111018,0.4347339336,0.0806010953
5,4,0.1368013726,0.0055893279,0.4047370767,0.0806010953
4,4,0.1368013726,0.0039660095,0.3758730673,0.0806010953
3,4,0.1367974837,0.0023527306,0.3441061363,0.1139492926
2,4,0.13679878,0.0007282537,0.3146285011,0.0910091314
1,4,0.1367974837,-0.0008753718,0.283168383,0.0798458637
0,4,0.1367948911,-0.0024623934,0.2494897718,0.0798458637
-1,4,0.1367923634,-0.0040559793,0.2156931557,0.0708774879
-2,4,0.1367922985,-0.0056623077,0.1844690474,0.0708774879
-3,4,0.1367910023,-0.0072972103,0.155534235,0.0637971912
-4,4,0.1367910023,-0.0089178258,0.1227996634,0.0637971912
-5,4,0.1367910023,-0.0105249265,0.0937704471,0.0731195818
-6,4,0.136789706,-0.0121667795,0.0651188466,0.0731195818
-7,4,0.1367884097,-0.0137464645,0.0300949791,0.0673137386
-8,4,0.1367871134,-0.0152890804,-0.0098142931,0.062168723
-9,4,0.1367871134,-0.0169008148,-0.0388199085,0.062168723
0,5,0.1464859552,-0.0022399787,0.2245199256,0.1299271621
1,5,0.1464859552,-0.0034010916,0.1633933643,0.1299271621
2,5,0.1464833626,-0.0047788271,0.1219264269,0.1021487982
3,5,0.1464846589,-0.0061515429,0.0808843072,0.1021487982
4,5,0.1464846589,-0.007564803,0.0431699269,0.0864069386
5,5,0.1464843996,-0.0090525875,0.0146127304,0.0864069386
6,5,0.1464846589,-0.0104766594,-0.0235500687,0.0843300515
7,5,0.1464846589,-0.01193085,-0.0564498472,0.0843300515
8,5,0.1464846589,-0.0133425656,-0.0938574146,0.0755740847
9,5,0.1464916588,-0.0147670237,-0.1298725236,0.0755740847
10,5,0.1464924366,-0.0162073133,-0.1640231546,0.0688950048
11,5,0.1464924366,-0.0175788707,-0.2051596782,0.0688950048
12,5,0.1464937329,-0.0189847942,-0.2433696792,0.0704762711
13,5,0.1464937329,-0.0204212225,-0.2785587536,0.0704762711
14,5,0.1464937329,-0.0218831359,-0.3102548817,0.0690602117
15,5,0.1464937329,-0.0233265146,-0.3444999166,0.0690602117
16,5,0.1464937329,-0.024825111,-0.3727266993,0.0625227378
17,5,0.1464950292,-0.0262850936,-0.4062401035,0.0625227378
18,5,0.1464963255,-0.0277790563,-0.4355289308,0.0610122745
19,5,0.1464976218,-0.0292672269,-0.4652661768,0.0676677534
20,5,0.1464989181,-0.0307245066,-0.4981659553,0.0676677534
21,5,0.1465015106,-0.0321914397,-0.5304757091,0.0630183586
22,5,0.146502094,-0.0336062444,-0.5666088231,0.0630183586
23,5,0.1465053995,-0.0351036823,-0.5950952166,0.057778939
24,5,0.1465053995,-0.0366266052,-0.6205842847,0.057778939
25,5,0.1465066958,-0.0380912215,-0.6525636246,0.0607054617
26,5,0.1465092884,-0.0395724417,-0.683504521,0.0607054617
27,5,0.1465260753,-0.0410830082,-0.7101028355,0.0553244362
28,5,0.1465339179,-0.0426202182,-0.7349546768,0.0553244362
29,5,0.1465339179,-0.0441616757,-0.7584612618,0.0543331947
30,5,0.1465375475,-0.0456286088,-0.7903697987,0.0543331947
31,5,0.1465402049,-0.0471372446,-0.8172041231,0.0603278458
32,5,0.1465429919,-0.0485976134,-0.8503399115,0.0603278458
33,5,0.1465468808,-0.0500761306,-0.8803839704,0.0606582597
34,5,0.1465805843,-0.051467381,-0.9189715872,0.0606582597
35,5,0.1465818806,-0.0529806505,-0.9460891234,0.0551120273
36,5,0.1465818806,-0.0544641875,-0.9760387783,0.0551120273
36,5,0.1465883621,-0.0550719665,-0.9178859417,0.0576845351
35,5,0.1465870658,-0.053753696,-0.8680170522,0.1519232837
34,5,0.1465857695,-0.052397198,-0.8249924494,0.1519232837
33,5,0.1465844732,-0.0510132843,-0.7846819604,0.1524661065
32,5,0.1465831769,-0.0496494496,-0.743026215,0.1524661065
31,5,0.1465818806,-0.0482597439,-0.704792613,0.1528909243
30,5,0.1465805843,-0.0468808499,-0.6642461141,0.1528909243
29,5,0.146579288,-0.0454417186,-0.6287974288,0.1533393431
28,5,0.1465779918,-0.0440226665,-0.592286699,0.1533393431
27,5,0.1465766955,-0.0425808322,-0.5585608858,0.1473210909
26,5,0.1465753992,-0.0411571464,-0.5249294767,0.1473210909
25,5,0.1465753992,-0.0397295993,-0.4869790865,0.149327175
24,5,0.1465741029,-0.0383105471,-0.4515304012,0.149327175
23,5,0.1465715103,-0.0368953563,-0.4132967992,0.151451264
22,5,0.1465728066,-0.0354280371,-0.3823795038,0.151451264
21,5,0.1465728066,-0.0339935394,-0.3476624491,0.1514748649
20,5,0.1465715103,-0.0325470716,-0.3143142518,0.1514748649
19,5,0.1465715103,-0.0311311085,-0.2781339358,0.1543305846
18,5,0.1465689177,-0.0297197791,-0.2398767328,0.1543305846
17,5,0.146570214,-0.028275628,-0.2069297524,0.1477459087
16,5,0.1465676214,-0.0268110117,-0.1747616045,0.1477459087
15,5,0.1465683344,-0.0253556627,-0.1423810477,0.1485011403
14,5,0.1465689177,-0.0238918187,-0.1090564514,0.151380461
13,5,0.1465689177,-0.0224075094,-0.0777615402,0.151380461
12,5,0.1465689177,-0.0209417347,-0.0478118853,0.1539529688
11,5,0.1465651585,-0.019467465,-0.016540575,0.1539529688
10,5,0.1465645751,-0.0180024626,0.0164772085,0.1539529688
9,5,0.1465629548,-0.0165698957,0.053530761,0.1497519928
8,5,0.1465637326,-0.0151172496,0.0854865,0.1497519928
7,5,0.1465624363,-0.0136889302,0.1221860377,0.1501060076
6,5,0.1465624363,-0.0122169773,0.1538113628,0.1537405599
5,5,0.1465624363,-0.0107504303,0.185295082,0.1537405599
4,5,0.1465650289,-0.0093120713,0.2198469298,0.1476279038
3,5,0.1465637326,-0.007847455,0.2530535211,0.1476279038
2,5,0.1465637326,-0.006341136,0.2796282346,0.1476279038
1,5,0.1465637326,-0.0048533515,0.3100735103,0.1455274157
0,5,0.1465650289,-0.0033960718,0.3419348453,0.1193303181
0,5,0.1465663251,-0.0033868045,0.3411324117,0.1204159636
1,5,0.1465650289,-0.0019109902,0.3714832834,0.1193303181
2,5,0.1465650289,-0.0004579581,0.4044538649,0.1193303181
3,5,0.1465650289,0.001003183,0.4374716483,0.1460702385
4,5,0.1465650289,0.0025639473,0.4605770164,0.1460702385
5,5,0.1465663251,0.0041702758,0.4784193641,0.1607972556
6,5,0.1465663251,0.0056858621,0.5055369003,0.1607972556
7,5,0.1465663251,0.007208785,0.5309315643,0.1568794914
8,5,0.1465660011,0.0087394307,0.5582615095,0.1568794914
9,5,0.1465663251,0.0102600368,0.5845058091,0.161906502
10,5,0.1465663251,0.0117289006,0.6159423263,0.161906502
11,5,0.1465650289,0.0132267246,0.6437206902,0.1717009124
12,5,0.1465663251,0.0146751231,0.6787445578,0.1717009124
13,5,0.1465676214,0.0160625121,0.7161521252,0.1759254894
14,5,0.1465689177,0.0175120691,0.7502555541,0.1759254894
15,5,0.146570214,0.0190566156,0.7748005825,0.1763503072
16,5,0.1465715103,0.0205575288,0.8043962226,0.1763503072
17,5,0.1465753992,0.0220715706,0.8306877242,0.1759726914
18,5,0.1465779918,0.0235273057,0.8627850691,0.1759726914
19,5,0.146579288,0.0249814963,0.8965344832,0.1804568793
20,5,0.1465812325,0.0264121326,0.9317471587,0.1804568793
21,5,0.1465818806,0.0279022339,0.9612955968,0.1783799923
22,5,0.1465857695,0.0294066222,0.9895223795,0.1783799923
22,5,0.1465889454,0.029982352,0.9358537307,0.1019835912
21,5,0.1465857695,0.028623151,0.8873064966,0.0984670439
20,5,0.1465844732,0.0272593164,0.846028367,0.0984670439
19,5,0.1465818806,0.0259082242,0.8028149564,0.0951865064
18,5,0.1465779918,0.024539756,0.761112009,0.0951865064
17,5,0.1465753992,0.0231685848,0.7196450715,0.096012541
16,5,0.1465728066,0.0217730869,0.6804910309,0.096012541
15,5,0.14656114,0.0203146488,0.6495265335,0.0948796936
14,5,0.14656114,0.0189152896,0.6104196949,0.0948796936
13,5,0.1465572511,0.0174371586,0.5794551975,0.0956821272
12,5,0.1465572511,0.0160080668,0.5440537142,0.0956821272
11,5,0.1465533622,0.0146573609,0.5007695005,0.0991042706
10,5,0.1465533622,0.0132379226,0.4634563371,0.0991042706
9,5,0.1465507697,0.0117875933,0.4302261447,0.0882950177
8,5,0.146552066,0.0103295414,0.3982232038,0.0882950177
7,5,0.1465481771,0.0088344203,0.3685567608,0.0803650854
6,5,0.1465494734,0.0073064776,0.3430676928,0.0803650854
5,5,0.1465481771,0.0058005447,0.3155489397,0.0803650854
4,5,0.1465481771,0.0042575426,0.2897294579,0.0803650854
3,5,0.1465481771,0.0027469761,0.2640751829,0.1139964946
2,5,0.1465468808,0.0012866073,0.2313878133,0.0886018305
1,5,0.1465468808,-0.0001691278,0.1978272071,0.0793974449
0,5,0.1465442882,-0.0015889523,0.1605848467,0.0793974449
-1,5,0.1465429919,-0.0030149549,0.1242157228,0.0793974449
-2,5,0.1465442882,-0.0044614228,0.0909383284,0.0702638622
-3,5,0.1465403993,-0.0058951481,0.0562684758,0.0620035161
-4,5,0.1465403993,-0.007403784,0.0279708901,0.0620035161
-5,5,0.1465403993,-0.0088830735,-0.0040084499,0.0620035161
-6,5,0.1465416956,-0.0103476898,-0.0351145532,0.0687061969
-7,5,0.1465403993,-0.0118354743,-0.0651114101,0.0687061969
-8,5,0.1465378068,-0.0132950708,-0.0980111886,0.0692726206
-9,5,0.1465391031,-0.0147326575,-0.1327282433,0.0692726206
0,6,0.1562794261,-0.0019476732,0.1976383992,0.1333493055
1,6,0.156280528,-0.0033709729,0.1722909371,0.1333493055
2,6,0.1562820187,-0.0046112438,0.1290303245,0.1015823744
3,6,0.1562807224,-0.0059044154,0.0910563334,0.1015823744
4,6,0.1562852594,-0.0072609134,0.0617439052,0.0852976921
5,6,0.1562857779,-0.0085641246,0.0250443675,0.0852976921
6,6,0.1562840279,-0.0098850981,-0.010121106,0.0852976921
7,6,0.156283315,-0.0111971904,-0.0464666289,0.0852268891
8,6,0.1562846113,-0.0125459657,-0.0767466976,0.0852268891
9,6,0.1562859076,-0.0138619194,-0.1128090087,0.0778161786
10,6,0.1562859076,-0.0151492989,-0.1499097632,0.0680689702
11,6,0.1562859076,-0.0164741338,-0.1862552861,0.0680689702
12,6,0.1562859076,-0.0177364145,-0.2254329276,0.0680689702
13,6,0.1562846113,-0.0190183881,-0.2637137316,0.0710898968
14,6,0.1562846113,-0.0203567377,-0.2967551161,0.0710898968
15,6,0.1562846113,-0.0216919982,-0.3292536778,0.0687297979
16,6,0.1562872039,-0.0230164469,-0.3639235305,0.0687297979
17,6,0.156286815,-0.0243860736,-0.3938731854,0.0594074073
18,6,0.1562885001,-0.02574373,-0.4236104314,0.0594074073
19,6,0.1562912872,-0.0270793767,-0.4581858801,0.0594546093
20,6,0.1562956297,-0.0283818156,-0.4936345654,0.0594546093
21,6,0.1562936853,-0.0297773134,-0.5211769194,0.0662516941
22,6,0.1562949816,-0.0310913364,-0.5558939741,0.0662516941
23,6,0.1562962779,-0.032412696,-0.5898793981,0.0637027873
24,6,0.1562988705,-0.0337023924,-0.6286794238,0.0637027873
25,6,0.156301463,-0.0350704745,-0.6567882016,0.0568821015
26,6,0.1563040556,-0.0364285171,-0.6884843297,0.0568821015
27,6,0.1563092408,-0.0377965992,-0.7178439599,0.0568821015
28,6,0.1563118334,-0.039064672,-0.7580836459,0.0623811319
29,6,0.1563183148,-0.0404010909,-0.7895909661,0.0623811319
30,6,0.1563209074,-0.0417402128,-0.8228447594,0.0543567957
31,6,0.1563260926,-0.0430777901,-0.8559569469,0.0552064313
32,6,0.1563323147,-0.0444906641,-0.881257207,0.0552064313
33,6,0.1563369166,-0.0457977366,-0.9163282764,0.0552064313
34,6,0.1563429443,-0.0471858979,-0.9458767145,0.0596198162
35,6,0.1563494906,-0.0484867922,-0.9802633553,0.0596198162
35,6,0.1563572035,-0.0490899377,-0.9229365533,0.0604930528
34,6,0.1563559072,-0.0478936863,-0.8724304371,0.1498463967
33,6,0.1563546109,-0.0467016825,-0.8254408682,0.1498463967
32,6,0.1563507221,-0.0454270454,-0.7859800148,0.1490911651
31,6,0.1563507221,-0.0441697845,-0.7460943436,0.1490911651
30,6,0.1563494258,-0.0428619397,-0.7100084316,0.1443473663
29,6,0.1563468332,-0.0415981145,-0.6699103514,0.1443473663
28,6,0.1563429443,-0.0403192299,-0.6309923208,0.1443473663
27,6,0.1563403517,-0.0390272167,-0.5944579899,0.1477459087
26,6,0.1563374999,-0.0377637776,-0.5550915405,0.1477459087
25,6,0.1563351666,-0.0364497546,-0.5205868947,0.1517108748
24,6,0.1563299814,-0.0351168109,-0.4856574312,0.1517108748
23,6,0.1563267407,-0.0338051047,-0.4501143419,0.1486191453
22,6,0.1563223333,-0.0324903095,-0.4173325683,0.1486191453
21,6,0.1563196111,-0.0312025438,-0.3784381386,0.1527729193
20,6,0.1563183148,-0.0299035801,-0.3404169455,0.1527729193
19,6,0.1563144259,-0.0285868541,-0.3059122998,0.1527729193
18,6,0.1563157222,-0.0272446432,-0.2725169005,0.1466130612
17,6,0.1563157222,-0.0259174915,-0.2389326933,0.1467074652
16,6,0.1563144259,-0.0245868647,-0.2060093138,0.1467074652
15,6,0.1563144259,-0.0232234162,-0.1757056441,0.1508612392
14,6,0.1563118334,-0.0218866111,-0.1433958903,0.1508612392
13,6,0.1563118334,-0.0205208458,-0.1136822452,0.1525133085
12,6,0.1563118334,-0.0191836546,-0.0800980381,0.1525133085
11,6,0.1563118334,-0.017862295,-0.0463958259,0.1500588056
10,6,0.1563131297,-0.0165664204,-0.0088230516,0.1500588056
9,6,0.1563131297,-0.0152222788,0.0241239289,0.1500588056
8,6,0.1563156574,-0.0139101865,0.0591949984,0.1509320422
7,6,0.1563144259,-0.0125645002,0.0915755551,0.1509320422
6,6,0.1563157222,-0.0112192002,0.1248765505,0.1537641609
5,6,0.1563144259,-0.0098542071,0.1549442103,0.1485011403
4,6,0.1563144259,-0.0085119962,0.1884340135,0.1485011403
3,6,0.1563144259,-0.0071639932,0.2194693139,0.1451734009
2,6,0.1563157222,-0.0057777626,0.2474128848,0.1451734009
1,6,0.1563170185,-0.0044440466,0.2803598653,0.1451734009
0,6,0.1563196111,-0.0030883209,0.310687136,0.1197787369
0,6,0.1563196111,-0.0030809843,0.310710737,0.1225636536
1,6,0.1563196111,-0.0017306644,0.3414156235,0.1197787369
2,6,0.1563183148,-0.0004347899,0.3784927771,0.1225636536
3,6,0.1563196111,0.0008711243,0.4156407336,0.1445597752
4,6,0.1563222037,0.0022712557,0.4415546194,0.1445597752
5,6,0.1563203889,0.003868703,0.4478324824,0.1445597752
6,6,0.1563209074,0.0054182694,0.4612142431,0.1587911715
7,6,0.1563209074,0.0067488963,0.4944444355,0.1587911715
