depth index,current depth,current Joint positions,current joint effort,zero effort
0,0.096564530970000034,0.00091939134867642777,-0.090009287062999349,-0.091614154307591539
0,0.096559345810000016,0.0035068929981853492,-0.039455968858346332,-0.091614154307591539
0,0.096555456940000006,0.0065697288561027915,-0.03740268282482416,-0.091614154307591539
0,0.096554160650000012,0.009529852366793044,-0.023784912234681776,-0.091614154307591539
0,0.096551568069999996,0.012508510436381435,-0.011890013833586928,-0.091614154307591539
0,0.096554160650000012,0.015587177896691038,-0.012409235589190201,-0.091614154307591539
0,0.096554160650000012,0.018538420264575934,0.0016333528009908102,-0.091614154307591539
0,0.096554160650000012,0.021599711575918525,0.0057163238791444644,-0.091614154307591539
0,0.096555456940000006,0.024581844875300331,0.015675941191172368,-0.091614154307591539
0,0.096555456940000006,0.027667076658553023,0.015864749102301103,-0.091614154307591539
0,0.096556753230000014,0.030779724143509213,0.014472290757728115,-0.091614154307591539
0,0.096559345810000016,0.033792362237744192,0.021458183469482528,-0.091614154307591539
0,0.09656323468000004,0.036862148555248442,0.02296864675851007,-0.091614154307591539
0,0.096567123550000036,0.039848529357711042,0.032786658137191838,-0.091614154307591539
0,0.096571012420000046,0.043011374606349684,0.024998331803141559,-0.091614154307591539
0,0.096577493869999975,0.046134833917329789,0.020797355780532895,-0.091614154307591539
0,0.096587345673999986,0.049221224110513634,0.02067935083607756,-0.091614154307591539
0,0.096595641930000017,0.052380980266002589,0.013363044279848173,-0.091614154307591539
0,0.096602123380000043,0.055259628944869785,0.032857461103864907,-0.091614154307591539
0,0.096611197410000058,0.058390038715436687,0.027193223770010416,-0.091614154307591539
0,0.096621567729999983,0.061438201380893086,0.030874978037015798,-0.091614154307591539
0,0.096631938050000019,0.064438096965885594,0.038568900415501664,-0.091614154307591539
0,0.096645937982000052,0.067481239854973771,0.042533866549199988,-0.091614154307591539
0,0.096656567559999976,0.07031007690680223,0.067385707851487148,-0.091614154307591539
0,0.09666823417000002,0.072909934928909875,0.11553172518925199,-0.091614154307591539
0,0.096677308200000034,0.075418278566458025,0.17229210347225388,-0.091614154307591539
0,0.096685085939999971,0.07788183035333561,0.23341866470010242,-0.091614154307591539
0,0.096694743300499986,0.080299818016255312,0.29900581282836114,-0.091614154307591539
0,0.096706993241000044,0.082817428933252529,0.35314648134445553,-0.091614154307591539
0,0.096712308030000041,0.085235030459528516,0.41991367891726733,-0.091614154307591539
0,0.096716391343499963,0.087625988557388387,0.4862560586900404,-0.091614154307591539
0,0.09671885429450007,0.089867511774132061,0.56940234255324873,-0.091614154307591539
0,0.096724363526999979,0.092392845424003514,0.62222135569144332,-0.091614154307591539
0,0.09673090979149998,0.094990386626248896,0.66862089985126949,-0.091614154307591539
0,0.096739206047500012,0.097234998936142208,0.74994990756986613,-0.091614154307591539
0,0.096778937336000043,0.099702025952813272,0.80637987200839345,-0.091614154307591539
0,0.096785418786000027,0.10250499184951298,0.83571590119998229,-0.091614154307591539
0,0.096788400253000048,0.10493881111482492,0.89743248715010715,-0.091614154307591539
0,0.096807390901500007,0.1072911555483137,0.96528533021190766,-0.091614154307591539
