depth index,current depth,current Joint positions,current joint effort,zero effort
0,0.09656323468000004,-0.0013051418557439428,0.13121942418625607,0.13095981330845502
0,0.096560642100000024,-0.0037644461395407386,0.10150577917241026,0.13095981330845502
0,0.096560642100000024,-0.0064955906205102359,0.095841541838555561,0.13095981330845502
0,0.096560642100000024,-0.009335239498362586,0.10143497620573676,0.13095981330845502
0,0.096560642100000024,-0.011970235955047988,0.08788800858226789,0.13095981330845502
0,0.096560642100000024,-0.0147291822743647,0.085905525515418676,0.13095981330845502
0,0.096560642100000024,-0.0174916038234748,0.084725476070865752,0.13095981330845502
0,0.096561938390000032,-0.020241668999986157,0.08316781080405572,0.13095981330845502
0,0.096561938390000032,-0.023003704412452548,0.080618904003821323,0.13095981330845502
0,0.09656323468000004,-0.025755700272182453,0.079108440714793116,0.13095981330845502
0,0.09656323468000004,-0.028471399287403498,0.072382158880840597,0.13095981330845502
0,0.096564530970000034,-0.031243474252606384,0.070895296580703746,0.13095981330845502
0,0.09656841984000003,-0.034051846062318133,0.074836661725511261,0.13095981330845502
0,0.09656841984000003,-0.036761753027883495,0.069715247136150738,0.13095981330845502
0,0.096572308710000054,-0.039494442055427854,0.064641034524572788,0.13095981330845502
0,0.096574577217500027,-0.042286596126103734,0.06629310374694683,0.13095981330845502
0,0.096580086449999977,-0.045100759985471139,0.070682887680684231,0.13095981330845502
0,0.096585271609999981,-0.04777707306303363,0.061195290146477656,0.13095981330845502
0,0.096591753060000007,-0.050560732127547872,0.062186531679902145,0.13095981330845502
0,0.096596938220000025,-0.053313114123921479,0.059850033779687353,0.13095981330845502
0,0.096604715960000032,-0.056092525685354888,0.061289694102042068,0.13095981330845502
0,0.096614049247999975,-0.058815175160162735,0.058268767523986208,0.13095981330845502
0,0.096624160309999998,-0.061649804261646846,0.062540546513268236,0.13095981330845502
0,0.096633234340000027,-0.064405661487813862,0.062469743546595069,0.13095981330845502
0,0.096646197240000051,-0.06711016254036728,0.055483850834840989,0.13095981330845502
0,0.096661428647500006,-0.06993204913260892,0.061289694102042068,0.13095981330845502
0,0.096677308200000034,-0.072706440917674059,0.063413783102237525,0.13095981330845502
0,0.096694159969999985,-0.07540090241749102,0.056026673579335294,0.13095981330845502
0,0.096709845079000031,-0.078194987171385427,0.059850033779687138,0.13095981330845502
0,0.096725335744499999,-0.081022665813282727,0.066245901769164645,0.13095981330845502
0,0.096741344926000034,-0.083685850244959059,0.057489934890580907,0.13095981330845502
0,0.096759039284499984,-0.086430123371814743,0.054941028090346587,0.13095981330845502
0,0.096776604014000026,-0.089249307007550405,0.061572905968734562,0.13095981330845502
0,0.096797668726499989,-0.091955352606678642,0.056073875557117445,0.13095981330845502
0,0.096815946415500037,-0.094502696045241613,0.035187000388528386,0.13095981330845502
0,0.096832862999999977,-0.096993277397179029,0.0099339422750929531,0.13095981330845502
0,0.09684712219000001,-0.099518224910406725,-0.013454637715948375,0.13095981330845502
0,0.09685878880000004,-0.10199838057296393,-0.038754897807166185,0.13095981330845502
0,0.096870455409999986,-0.104353041826315,-0.079537406610919681,0.13095981330845502
0,0.096882122020000003,-0.10687605865632413,-0.10191114407964594,0.13095981330845502
0,0.096892492340000039,-0.10934810544936339,-0.12952430108218752,0.13095981330845502
0,0.096906103384999984,-0.11173365763421136,-0.16303770530749395,0.13095981330845502
0,0.096918418140000004,-0.1142122687501937,-0.19109928109896551,0.13095981330845502
0,0.096930084750000034,-0.1166966719158317,-0.21642314217907416,0.13095981330845502
0,0.096940455069999987,-0.11917335234859552,-0.24354067841490332,0.13095981330845502
0,0.096950436503000004,-0.12154886498070698,-0.27771491032916018,0.13095981330845502
0,0.096963399403000056,-0.12399890198505473,-0.30721614644298656,0.13095981330845502
0,0.096975066012999975,-0.12645897854213892,-0.33362565301208408,0.13095981330845502
0,0.096989908533500008,-0.12883719413075639,-0.36938115118204135,0.13095981330845502
0,0.097003519578500036,-0.1312559540669635,-0.39968482091816393,0.13095981330845502
