depth index,current depth,current Joint positions,current joint effort,zero effort
0,0.096569975388000037,-0.0012873795701332262,0.12779728079705224,0.12859971441934834
0,0.09656841984000003,-0.0040822365973150771,0.12985056683057453,0.12859971441934834
0,0.096565827260000042,-0.0067423319358417069,0.11887610699623108,0.12859971441934834
0,0.096565827260000042,-0.0095132484911134626,0.11889970798512214,0.12859971441934834
0,0.096565827260000042,-0.012302313468639643,0.11934812677405222,0.12859971441934834
0,0.096565827260000042,-0.015009903614342759,0.11214982516227881,0.12859971441934834
0,0.09656841984000003,-0.017762671747360084,0.11085177077327024,0.12859971441934834
0,0.096567123550000036,-0.020505400327640921,0.10742962738406656,0.12859971441934834
0,0.096569716130000038,-0.023252762547646286,0.10339385828369525,0.12859971441934834
0,0.09656841984000003,-0.02602445137620546,0.10344106026147711,0.12859971441934834
0,0.096569716130000038,-0.028760615633543214,0.10037293170563907,0.12859971441934834
0,0.096571012420000046,-0.031512611493273113,0.096313561616376983,0.12859971441934834
0,0.096574901289999973,-0.034279666682107753,0.097115995238672786,0.12859971441934834
0,0.096576197579999967,-0.036948643163439744,0.084725476070865682,0.12859971441934834
0,0.096578790159999983,-0.039418759273260461,0.056758304234958423,0.12859971441934834
0,0.096580734594999981,-0.041819370787213136,0.019020322998151474,0.12859971441934834
0,0.096585077166499986,-0.04436053603947672,-0.0043682569928901859,0.12859971441934834
0,0.096587864189999997,-0.046856909441069794,-0.032429832784361831,0.12859971441934834
0,0.096589160480000005,-0.04928261983686371,-0.066486059754163079,0.12859971441934834
0,0.096590456770000013,-0.051712963872382153,-0.099551045190539811,0.12859971441934834
0,0.096593049350000015,-0.054122456529140203,-0.13759583928292995,0.12859971441934834
0,0.096596938220000025,-0.056602998328341113,-0.16544500617438235,0.12859971441934834
0,0.096598234510000033,-0.059026391904272765,-0.19985524797754944,0.12859971441934834
0,0.096600827090000035,-0.061455963666503799,-0.2344542976918452,0.12859971441934834
0,0.096603419670000037,-0.063972416173569857,-0.258409301416272,0.12859971441934834
0,0.096606530766000037,-0.06644021546352831,-0.28932659686356227,0.12859971441934834
0,0.096611197410000058,-0.068848935846998943,-0.32364243471116494,0.12859971441934834
